0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,49.461,79.544,88.192,91.358
0.000,49.768,78.373,87.021,90.187
0.000,51.355,77.252,85.900,89.066
0.000,52.395,77.734,86.384,89.549
0.000,51.316,76.734,85.397,88.563
0.000,48.780,75.572,84.352,87.523
0.000,34.992,74.411,83.297,86.476
0.000,34.650,73.263,82.239,85.426
0.000,11.789,72.231,80.967,84.378
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,-2.536,-3.464,62.870,79.201
0.000,-2.536,-3.464,16.499,78.332
0.000,-2.536,-3.464,2.715,77.508
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,57.511,82.054,90.747,93.930
0.000,50.585,80.702,89.406,92.595
0.000,48.774,79.258,88.006,91.225
0.000,48.232,77.867,86.870,90.086
0.000,45.793,75.673,85.644,88.861
0.000,31.773,74.422,84.363,87.582
0.000,30.999,73.267,83.235,86.483
0.000,31.571,72.139,82.132,85.407
0.000,13.661,71.224,80.096,84.350
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,-2.536,-3.464,57.263,79.181
0.000,-2.536,-3.464,19.085,78.864
0.000,-2.536,-3.464,4.390,78.536
0.000,62.548,86.290,94.981,98.162
0.000,62.546,86.290,94.980,98.161
0.000,62.527,86.288,94.979,98.160
0.000,60.835,84.695,93.387,96.568
0.000,52.298,83.168,91.869,95.055
0.000,50.943,81.687,90.411,93.635
0.000,48.626,79.174,87.949,91.199
0.000,29.314,76.728,85.653,88.922
0.000,27.246,74.448,83.557,86.850
0.000,28.530,72.256,83.472,87.022
0.000,29.035,71.063,82.416,86.006
0.000,15.011,70.220,81.358,84.981
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,-2.536,-3.464,76.193,80.301
0.000,-2.536,-3.464,75.833,79.941
0.000,-2.536,-3.464,75.459,79.567
0.000,62.546,86.290,94.980,98.161
0.000,62.529,86.288,94.979,98.160
0.000,62.372,86.273,94.964,98.146
0.000,60.953,84.936,93.635,96.820
0.000,52.560,83.611,92.378,95.595
0.000,51.406,82.310,91.197,94.732
0.000,49.091,79.853,88.823,92.326
0.000,45.134,77.453,86.560,90.040
0.000,27.783,75.238,85.046,88.612
0.000,27.742,74.099,84.767,88.346
0.000,27.053,70.297,83.578,87.170
0.000,15.968,69.253,82.375,86.002
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,-2.536,-3.464,77.332,81.440
0.000,-2.536,-3.464,76.924,81.033
0.000,-2.536,-3.464,76.497,80.606
0.000,62.541,86.288,94.979,98.160
0.000,62.494,86.273,94.964,98.146
0.000,62.157,86.132,94.832,98.017
0.000,60.060,84.849,93.622,96.839
0.000,52.816,83.691,93.081,96.582
0.000,51.798,82.625,92.665,96.197
0.000,49.664,80.426,90.302,93.832
0.000,47.432,78.290,88.724,92.269
0.000,44.195,77.401,87.298,90.874
0.000,28.949,76.110,86.073,89.652
0.000,29.360,74.258,84.756,88.341
0.000,17.046,72.540,83.386,86.982
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,-2.536,67.274,78.491,82.600
0.000,-2.536,66.804,78.030,82.139
0.000,-2.536,66.312,77.542,81.651
0.000,59.969,84.988,93.680,96.862
0.000,49.613,84.965,93.665,96.850
0.000,49.681,84.852,93.625,96.842
0.000,52.608,84.856,94.303,97.805
0.000,53.198,84.746,94.360,97.894
0.000,53.225,84.553,94.199,97.736
0.000,51.831,83.010,92.661,96.197
0.000,50.315,81.438,91.159,94.701
0.000,48.057,79.869,89.708,93.289
0.000,44.520,77.307,87.241,90.850
0.000,41.144,72.744,84.931,88.559
0.000,18.186,71.287,82.825,86.489
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,-2.536,68.456,79.672,83.781
0.000,-2.536,67.924,79.151,83.259
0.000,-2.536,67.362,78.592,82.701
0.000,49.535,83.706,92.406,95.591
0.000,49.430,83.689,92.459,95.676
0.000,50.441,83.701,93.123,96.625
0.000,52.741,84.747,94.379,97.913
0.000,53.117,84.764,94.387,97.924
0.000,53.252,84.760,94.369,97.906
0.000,52.012,83.428,93.038,96.580
0.000,50.206,82.026,91.752,95.341
0.000,49.454,79.680,90.544,94.442
0.000,46.913,77.370,88.151,92.030
0.000,44.707,74.751,85.872,89.704
0.000,43.460,73.486,84.460,88.491
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,-2.536,69.661,80.876,84.984
0.000,-2.536,69.060,80.287,84.396
0.000,-2.536,68.416,79.647,83.756
0.000,48.899,82.448,91.193,94.415
0.000,50.071,82.507,91.621,95.129
0.000,51.407,83.232,92.941,96.475
0.000,52.825,84.614,94.389,97.926
0.000,52.994,84.766,94.390,97.927
0.000,53.158,84.782,94.388,97.925
0.000,51.563,83.409,93.134,96.723
0.000,51.339,81.506,92.296,96.313
0.000,50.945,80.945,91.840,95.903
0.000,48.568,78.555,89.495,93.537
0.000,47.009,77.006,87.932,91.990
0.000,45.711,75.738,86.689,90.749
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,-2.536,70.889,82.102,86.211
0.000,-2.536,70.211,81.439,85.548
0.000,-2.536,69.474,80.705,84.814
0.000,47.742,81.212,89.997,93.260
0.000,49.010,81.316,90.440,94.038
0.000,50.142,81.901,91.528,95.069
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,52.672,82.652,93.585,97.628
0.000,52.652,82.632,93.540,97.609
0.000,52.482,82.465,93.362,97.439
0.000,50.937,80.923,91.830,95.898
0.000,49.427,79.425,90.341,94.405
0.000,47.983,78.017,88.968,93.032
0.000,45.637,75.702,86.681,90.746
0.000,43.317,73.416,84.419,88.484
0.000,-3.281,71.259,82.289,86.406
0.000,-2.609,72.143,83.354,87.463
0.000,-2.517,71.379,82.609,86.718
0.000,-2.259,70.533,81.764,85.873
0.000,45.366,79.995,90.392,94.843
0.000,47.757,80.124,90.366,94.815
0.000,48.893,80.600,90.277,94.722
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,52.672,82.654,93.586,97.630
0.000,52.668,82.650,93.552,97.627
0.000,52.616,82.618,93.524,97.594
0.000,51.258,81.281,92.195,96.261
0.000,49.926,80.036,90.982,95.048
0.000,48.716,79.074,90.269,94.372
0.000,46.336,76.682,87.859,91.958
0.000,44.001,74.407,85.572,89.668
0.000,1.035,73.065,84.289,88.397
0.000,-1.862,73.534,84.765,88.874
0.000,-2.217,72.565,83.796,87.905
0.000,-2.211,71.592,82.824,86.933
0.000,46.127,79.515,91.676,96.127
0.000,46.381,79.491,91.652,96.103
0.000,47.620,79.378,91.539,95.990
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,0.000,0.000,0.000,0.000
0.000,52.670,82.652,93.586,97.629
0.000,52.634,82.636,93.546,97.613
0.000,52.304,82.504,93.421,97.484
0.000,51.062,81.309,92.257,96.322
0.000,49.975,80.923,92.124,96.228
0.000,49.867,80.524,91.752,95.861
0.000,47.546,78.162,89.385,93.492
0.000,45.320,76.590,87.820,91.929
0.000,39.150,75.247,86.478,90.587
0.000,1.923,74.916,86.148,90.257
0.000,-1.827,73.756,84.987,89.096
0.000,-2.193,72.648,83.880,87.989
0.000,47.401,80.814,92.975,97.426
0.000,47.283,80.799,92.960,97.411
0.000,47.562,80.659,92.819,97.270
0.000,45.094,78.181,90.342,94.793
0.000,42.697,75.873,87.892,92.343
0.000,48.393,78.430,89.373,93.411
0.000,51.054,81.062,91.998,96.039
0.000,51.109,81.310,92.230,96.290
0.000,49.294,81.312,92.260,96.325
0.000,51.260,82.146,93.348,97.452
0.000,51.554,82.220,93.449,97.558
0.000,51.425,82.061,93.293,97.402
0.000,49.895,80.522,91.753,95.862
0.000,48.318,79.015,90.246,94.355
0.000,46.318,77.557,88.788,92.897
0.000,36.698,76.240,87.471,91.580
0.000,1.710,74.955,86.186,90.295
0.000,-2.036,73.701,84.933,89.042
0.000,47.406,80.816,92.977,97.428
0.000,47.543,80.814,92.975,97.426
0.000,47.534,80.799,92.960,97.411
0.000,45.284,78.295,90.455,94.906
0.000,41.428,74.935,87.985,92.436
0.000,46.852,77.145,88.112,92.158
0.000,49.419,79.553,90.497,94.542
0.000,49.072,80.077,91.030,95.136
0.000,50.095,80.981,92.183,96.287
0.000,51.456,82.239,93.468,97.577
0.000,51.596,82.249,93.481,97.590
0.000,51.588,82.231,93.463,97.572
0.000,50.262,80.895,92.127,96.236
0.000,48.800,79.560,90.792,94.901
0.000,47.330,78.231,89.463,93.573
0.000,40.875,76.923,88.155,92.264
0.000,-2.080,75.635,86.867,90.976
0.000,-2.486,74.368,85.600,89.709
0.000,47.624,80.817,92.977,97.428
0.000,47.542,80.817,92.977,97.428
0.000,47.758,80.815,92.975,97.426
0.000,45.270,78.318,90.479,94.930
0.000,40.323,75.757,88.013,92.464
0.000,44.362,76.243,87.393,91.486
0.000,47.874,78.578,89.749,93.849
0.000,49.021,79.721,90.920,95.028
0.000,50.286,80.957,92.186,96.295
0.000,51.597,82.251,93.483,97.592
0.000,51.605,82.252,93.484,97.594
0.000,51.612,82.250,93.482,97.592
0.000,50.317,80.947,92.179,96.289
0.000,47.726,79.655,90.887,94.997
0.000,46.579,78.374,89.606,93.715
0.000,2.219,77.103,88.336,92.445
0.000,-2.486,75.845,87.077,91.187
0.000,-2.530,74.600,85.832,89.942
