0.000,1.990,3.940,5.852,7.726,9.562,11.362,13.125,14.854,16.549,18.209,19.837,21.432,22.996,24.528,26.030,27.502,28.945,30.359,31.745,33.103,34.434,35.739,37.018,38.271,39.499,40.703,41.883,43.040,44.173,45.284,46.373,47.440,48.486,49.511,50.516,51.501,52.466,53.412,54.339,55.248,56.138,57.011,57.867,58.705,59.527,60.332,61.122,61.895,62.654,63.397,64.125,64.839,65.539,66.225,66.897,67.555,68.201,68.834,69.454,70.062,70.658,71.242,71.814,72.375,72.925,73.463,73.991,74.509,75.016,75.513,76.001,76.478,76.946,77.405,77.855,78.296,78.727,79.151,79.566,79.972,80.371,80.761,81.144,81.520,81.887,82.248,82.601,82.947,83.287,83.619,83.945,84.265,84.578,84.885,85.186,85.480,85.769,86.052,86.330,86.602,86.869,87.130,87.386,87.637,87.883,88.124,88.361,88.592,88.819,89.042,89.260,89.474,89.683,89.888,90.090,90.287,90.480,90.669,90.855,91.037,91.215,91.390,91.562,91.730,91.894,92.055,92.214,92.369,92.520,92.669,92.815,92.958,93.098,93.236,93.370,93.502,93.631,93.758,93.882,94.004,94.123,94.240,94.355,94.467,94.577,94.685,94.791,94.895,94.996,95.096,95.194,95.289,95.383,95.475,95.565,95.653,95.740,95.824,95.907,95.989,96.069,96.147,96.224,96.299,96.372,96.445,96.515,96.585,96.653,96.719,96.785,96.849,96.911,96.973,97.033,97.092,97.150,97.207,97.262,97.317,97.370,97.422,97.474,97.524,97.573,97.622,97.669,97.715,97.761,97.805,97.849,97.892,97.934,97.975,98.015,98.055,98.093,98.131,98.168,98.205,98.241,98.276,98.310,98.344,98.377,98.409,98.441,98.472,98.502,98.532,98.561,98.590,98.618,98.645,98.672,98.699,98.725,98.750,98.775,98.799,98.823,98.846,98.869,98.892,98.914,98.936,98.957,98.978,98.998,99.018,99.037,99.057,99.075,99.094,99.112,99.129,99.147,99.164,99.180,99.197,99.213,99.228,99.244,99.259,99.273,99.288,99.302,99.316,99.330,99.343,99.356,99.369,99.381,99.394,99.406,99.418,99.429,99.441,99.452,99.463,99.473,99.484,99.494,99.504,99.514,99.524,99.533,99.542,99.552,99.560,99.569,99.578,99.586,99.594,99.602,99.610,99.618,99.626,99.633,99.640,99.648,99.655,99.662,99.668,99.675,99.681,99.688,99.694,99.700,99.706,99.712,99.718,99.723,99.729,99.734,99.739,99.745,99.750,99.755,99.759,99.764,99.769,99.774,99.778,99.782,99.787,99.791,99.795,99.799,99.803,99.807,99.811,99.815,99.818,99.822,99.826,99.829,99.833,99.836,99.839,99.842,99.845,99.849,99.852,99.854,99.857,99.860,99.863,99.866,99.868,99.871,99.874,99.876,99.879,99.881,99.883,99.886,99.888,99.890,99.892,99.895,99.897,99.899,
0.000,1.990,3.940,5.852,7.726,9.562,11.362,13.125,14.854,16.549,18.209,19.837,21.432,22.996,24.528,26.030,27.502,28.945,30.359,31.745,33.103,34.434,35.739,37.018,38.271,39.499,40.703,41.883,43.040,44.173,45.284,46.373,47.440,48.486,49.511,50.516,51.501,52.466,53.412,54.339,55.248,56.138,57.011,57.867,58.705,59.527,60.332,61.122,61.895,62.654,63.397,64.125,64.839,65.539,66.225,66.897,67.555,68.201,68.834,69.454,70.062,70.658,71.242,71.814,72.375,72.925,73.463,73.991,74.509,75.016,75.513,76.001,76.478,76.946,77.405,77.855,78.296,78.727,79.151,79.566,79.972,80.371,80.761,81.144,81.520,81.887,82.248,82.601,82.947,83.287,83.619,83.945,84.265,84.578,84.885,85.186,85.480,85.769,86.052,86.330,86.602,86.869,87.130,87.386,87.637,87.883,88.124,88.361,88.592,88.819,89.042,89.260,89.474,89.683,89.888,90.090,90.287,90.480,90.669,90.855,91.037,91.215,91.390,91.562,91.730,91.894,92.055,92.214,92.369,92.520,92.669,92.815,92.958,93.098,93.236,93.370,93.502,93.631,93.758,93.882,94.004,94.123,94.240,94.355,94.467,94.577,94.685,94.791,94.895,94.996,95.096,95.194,95.289,95.383,95.475,95.565,95.653,95.740,95.824,95.907,95.989,96.069,96.147,96.224,96.299,96.372,96.445,96.515,96.585,96.653,96.719,96.785,96.849,96.911,96.973,97.033,97.092,97.150,97.207,97.262,97.317,97.370,97.422,97.474,97.524,97.573,97.622,97.669,97.715,97.761,97.805,97.849,97.892,97.934,97.975,98.015,98.055,98.093,98.131,98.168,98.205,98.241,98.276,98.310,98.344,98.377,98.409,98.441,98.472,98.502,98.532,98.561,98.590,98.618,98.645,98.672,98.699,98.725,98.750,98.775,98.799,98.823,98.846,98.869,98.892,98.914,98.936,98.957,98.978,98.998,99.018,99.037,99.057,99.075,99.094,99.112,99.129,99.147,99.164,99.180,99.197,99.213,99.228,99.244,99.259,99.273,99.288,99.302,99.316,99.330,99.343,99.356,99.369,99.381,99.394,99.406,99.418,99.429,99.441,99.452,99.463,99.473,99.484,99.494,99.504,99.514,99.524,99.533,99.542,99.552,99.560,99.569,99.578,99.586,99.594,99.602,99.610,99.618,99.626,99.633,99.640,99.648,99.655,99.662,99.668,99.675,99.681,99.688,99.694,99.700,99.706,99.712,99.718,99.723,99.729,99.734,99.739,99.745,99.750,99.755,99.759,99.764,99.769,99.774,99.778,99.782,99.787,99.791,99.795,99.799,99.803,99.807,99.811,99.815,99.818,99.822,99.826,99.829,99.833,99.836,99.839,99.842,99.845,99.849,99.852,99.854,99.857,99.860,99.863,99.866,99.868,99.871,99.874,99.876,99.879,99.881,99.883,99.886,99.888,99.890,99.892,99.895,99.897,99.899,
0.000,1.990,3.940,5.852,7.726,9.562,11.362,13.125,14.854,16.549,18.209,19.837,21.432,22.996,24.528,26.030,27.502,28.945,30.359,31.745,33.103,34.434,35.739,37.018,38.271,39.499,40.703,41.883,43.040,44.173,45.284,46.373,47.440,48.486,49.511,50.516,51.501,52.466,53.412,54.339,55.248,56.138,57.011,57.867,58.705,59.527,60.332,61.122,61.895,62.654,63.397,64.125,64.839,65.539,66.225,66.897,67.555,68.201,68.834,69.454,70.062,70.658,71.242,71.814,72.375,72.925,73.463,73.991,74.509,75.016,75.513,76.001,76.478,76.946,77.405,77.855,78.296,78.727,79.151,79.566,79.972,80.371,80.761,81.144,81.520,81.887,82.248,82.601,82.947,83.287,83.619,83.945,84.265,84.578,84.885,85.186,85.480,85.769,86.052,86.330,86.602,86.869,87.130,87.386,87.637,87.883,88.124,88.361,88.592,88.819,89.042,89.260,89.474,89.683,89.888,90.090,90.287,90.480,90.669,90.855,91.037,91.215,91.390,91.562,91.730,91.894,92.055,92.214,92.369,92.520,92.669,92.815,92.958,93.098,93.236,93.370,93.502,93.631,93.758,93.882,94.004,94.123,94.240,94.355,94.467,94.577,94.685,94.791,94.895,94.996,95.096,95.194,95.289,95.383,95.475,95.565,95.653,95.740,95.824,95.907,95.989,96.069,96.147,96.224,96.299,96.372,96.445,96.515,96.585,96.653,96.719,96.785,96.849,96.911,96.973,97.033,97.092,97.150,97.207,97.262,97.317,97.370,97.422,97.474,97.524,97.573,97.622,97.669,97.715,97.761,97.805,97.849,97.892,97.934,97.975,98.015,98.055,98.093,98.131,98.168,98.205,98.241,98.276,98.310,98.344,98.377,98.409,98.441,98.472,98.502,98.532,98.561,98.590,98.618,98.645,98.672,98.699,98.725,98.750,98.775,98.799,98.823,98.846,98.869,98.892,98.914,98.936,98.957,98.978,98.998,99.018,99.037,99.057,99.075,99.094,99.112,99.129,99.147,99.164,99.180,99.197,99.213,99.228,99.244,99.259,99.273,99.288,99.302,99.316,99.330,99.343,99.356,99.369,99.381,99.394,99.406,99.418,99.429,99.441,99.452,99.463,99.473,99.484,99.494,99.504,99.514,99.524,99.533,99.542,99.552,99.560,99.569,99.578,99.586,99.594,99.602,99.610,99.618,99.626,99.633,99.640,99.648,99.655,99.662,99.668,99.675,99.681,99.688,99.694,99.700,99.706,99.712,99.718,99.723,99.729,99.734,99.739,99.745,99.750,99.755,99.759,99.764,99.769,99.774,99.778,99.782,99.787,99.791,99.795,99.799,99.803,99.807,99.811,99.815,99.818,99.822,99.826,99.829,99.833,99.836,99.839,99.842,99.845,99.849,99.852,99.854,99.857,99.860,99.863,99.866,99.868,99.871,99.874,99.876,99.879,99.881,99.883,99.886,99.888,99.890,99.892,99.895,99.897,99.899,
0.000,0.744,2.645,4.553,6.426,8.262,10.062,11.825,13.554,15.249,16.909,18.537,20.132,21.696,23.228,24.730,26.202,27.645,29.059,30.445,31.803,33.134,34.439,35.718,36.971,38.199,39.403,40.583,41.740,42.873,43.984,45.073,46.140,47.186,48.211,49.216,50.201,51.166,52.112,53.039,53.948,54.838,55.711,56.567,57.405,58.227,59.032,59.822,60.595,61.354,62.097,62.825,63.539,64.239,64.925,65.597,66.255,66.901,67.534,68.154,68.762,69.358,69.942,70.514,71.075,71.625,72.163,72.691,73.209,73.716,74.213,74.701,75.178,75.646,76.105,76.555,76.996,77.427,77.851,78.266,78.672,79.071,79.461,79.844,80.220,80.587,80.948,81.301,81.647,81.987,82.319,82.645,82.965,83.278,83.585,83.886,84.180,84.469,84.752,85.030,85.302,85.569,85.830,86.086,86.337,86.583,86.824,87.061,87.292,87.519,87.742,87.960,88.174,88.383,88.588,88.790,88.987,89.180,89.369,89.555,89.737,89.916,90.090,90.262,90.430,90.594,90.755,90.914,91.069,91.220,91.369,91.515,91.658,91.798,91.936,92.070,92.202,92.331,92.458,92.582,92.704,92.823,92.940,93.055,93.167,93.277,93.385,93.491,93.595,93.696,93.796,93.894,93.989,94.083,94.175,94.265,94.353,94.440,94.524,94.607,94.689,94.769,94.847,94.924,94.999,95.072,95.145,95.215,95.285,95.353,95.419,95.485,95.549,95.611,95.673,95.733,95.792,95.850,95.907,95.962,96.017,96.070,96.122,96.174,96.224,96.273,96.322,96.369,96.415,96.461,96.505,96.549,96.592,96.634,96.675,96.715,96.755,96.793,96.831,96.869,96.905,96.941,96.976,97.010,97.044,97.077,97.109,97.141,97.172,97.202,97.232,97.261,97.290,97.318,97.345,97.372,97.399,97.425,97.450,97.475,97.499,97.523,97.546,97.569,97.592,97.614,97.636,97.657,97.678,97.698,97.718,97.737,97.757,97.775,97.794,97.812,97.829,97.847,97.864,97.880,97.897,97.913,97.928,97.944,97.959,97.974,97.988,98.002,98.016,98.030,98.043,98.056,98.069,98.081,98.094,98.106,98.118,98.129,98.141,98.152,98.163,98.173,98.184,98.194,98.204,98.214,98.224,98.233,98.242,98.252,98.260,98.269,98.278,98.286,98.294,98.302,98.310,98.318,98.326,98.333,98.341,98.348,98.355,98.362,98.368,98.375,98.381,98.388,98.394,98.400,98.406,98.412,98.418,98.423,98.429,98.434,98.439,98.445,98.450,98.455,98.460,98.464,98.469,98.474,98.478,98.483,98.487,98.491,98.495,98.499,98.503,98.507,98.511,98.515,98.519,98.522,98.526,98.529,98.533,98.536,98.539,98.542,98.545,98.549,98.552,98.555,98.557,98.560,98.563,98.566,98.568,98.571,98.574,98.576,98.579,98.581,98.583,98.586,98.588,98.590,98.592,98.595,98.597,98.599,
0.000,-0.080,1.399,3.270,5.138,6.974,8.773,10.537,12.266,13.960,15.621,17.248,18.843,20.407,21.939,23.441,24.913,26.356,27.770,29.156,30.514,31.845,33.150,34.429,35.682,36.911,38.115,39.295,40.451,41.585,42.696,43.784,44.852,45.898,46.923,47.927,48.912,49.877,50.823,51.750,52.659,53.550,54.422,55.278,56.116,56.938,57.744,58.533,59.307,60.065,60.808,61.536,62.250,62.950,63.636,64.308,64.967,65.612,66.245,66.865,67.473,68.069,68.653,69.225,69.786,70.336,70.875,71.403,71.920,72.428,72.925,73.412,73.890,74.358,74.816,75.266,75.707,76.139,76.562,76.977,77.384,77.782,78.173,78.556,78.931,79.299,79.659,80.012,80.359,80.698,81.031,81.356,81.676,81.989,82.296,82.597,82.892,83.181,83.464,83.741,84.013,84.280,84.541,84.797,85.048,85.294,85.536,85.772,86.004,86.231,86.453,86.671,86.885,87.094,87.300,87.501,87.698,87.891,88.081,88.266,88.448,88.627,88.802,88.973,89.141,89.305,89.467,89.625,89.780,89.932,90.081,90.226,90.369,90.510,90.647,90.781,90.913,91.043,91.169,91.294,91.415,91.535,91.652,91.766,91.879,91.989,92.097,92.202,92.306,92.408,92.507,92.605,92.700,92.794,92.886,92.976,93.064,93.151,93.236,93.319,93.400,93.480,93.558,93.635,93.710,93.784,93.856,93.927,93.996,94.064,94.131,94.196,94.260,94.323,94.384,94.444,94.503,94.561,94.618,94.674,94.728,94.781,94.834,94.885,94.935,94.985,95.033,95.080,95.127,95.172,95.217,95.260,95.303,95.345,95.386,95.426,95.466,95.505,95.543,95.580,95.616,95.652,95.687,95.721,95.755,95.788,95.820,95.852,95.883,95.913,95.943,95.972,96.001,96.029,96.057,96.084,96.110,96.136,96.161,96.186,96.210,96.234,96.258,96.281,96.303,96.325,96.347,96.368,96.389,96.409,96.429,96.449,96.468,96.487,96.505,96.523,96.541,96.558,96.575,96.592,96.608,96.624,96.640,96.655,96.670,96.685,96.699,96.713,96.727,96.741,96.754,96.767,96.780,96.793,96.805,96.817,96.829,96.841,96.852,96.863,96.874,96.885,96.895,96.905,96.915,96.925,96.935,96.944,96.954,96.963,96.972,96.981,96.989,96.997,97.006,97.014,97.022,97.029,97.037,97.045,97.052,97.059,97.066,97.073,97.080,97.086,97.093,97.099,97.105,97.111,97.117,97.123,97.129,97.134,97.140,97.145,97.151,97.156,97.161,97.166,97.171,97.176,97.180,97.185,97.189,97.194,97.198,97.202,97.207,97.211,97.215,97.219,97.222,97.226,97.230,97.233,97.237,97.240,97.244,97.247,97.250,97.254,97.257,97.260,97.263,97.266,97.269,97.272,97.274,97.277,97.280,97.282,97.285,97.287,97.290,97.292,97.295,97.297,97.299,97.301,97.304,97.306,97.308,97.310,
0.000,-0.080,0.359,2.026,3.867,5.697,7.495,9.259,10.987,12.682,14.342,15.970,17.565,19.129,20.661,22.163,23.635,25.078,26.492,27.878,29.236,30.567,31.872,33.151,34.404,35.632,36.836,38.016,39.173,40.306,41.417,42.506,43.573,44.619,45.644,46.649,47.634,48.599,49.545,50.472,51.381,52.271,53.144,54.000,54.838,55.660,56.465,57.255,58.028,58.787,59.530,60.258,60.972,61.672,62.358,63.030,63.688,64.334,64.967,65.587,66.195,66.791,67.375,67.947,68.508,69.058,69.596,70.124,70.642,71.149,71.646,72.134,72.611,73.079,73.538,73.988,74.429,74.860,75.284,75.699,76.105,76.504,76.894,77.277,77.653,78.020,78.381,78.734,79.080,79.420,79.752,80.078,80.398,80.711,81.018,81.319,81.613,81.902,82.185,82.463,82.735,83.002,83.263,83.519,83.770,84.016,84.257,84.494,84.725,84.952,85.175,85.393,85.607,85.816,86.021,86.223,86.420,86.613,86.802,86.988,87.170,87.348,87.523,87.695,87.863,88.027,88.188,88.347,88.502,88.653,88.802,88.948,89.091,89.231,89.369,89.503,89.635,89.764,89.891,90.015,90.137,90.256,90.373,90.488,90.600,90.710,90.818,90.924,91.028,91.129,91.229,91.327,91.422,91.516,91.608,91.698,91.786,91.873,91.957,92.040,92.122,92.202,92.280,92.357,92.432,92.505,92.578,92.648,92.718,92.786,92.852,92.918,92.982,93.044,93.106,93.166,93.225,93.283,93.340,93.395,93.450,93.503,93.555,93.607,93.657,93.706,93.755,93.802,93.848,93.894,93.938,93.982,94.025,94.067,94.108,94.148,94.188,94.226,94.264,94.301,94.338,94.374,94.409,94.443,94.477,94.510,94.542,94.574,94.605,94.635,94.665,94.694,94.723,94.751,94.778,94.805,94.832,94.858,94.883,94.908,94.932,94.956,94.979,95.002,95.025,95.047,95.069,95.090,95.111,95.131,95.151,95.170,95.190,95.208,95.227,95.245,95.262,95.280,95.297,95.313,95.330,95.346,95.361,95.377,95.392,95.406,95.421,95.435,95.449,95.463,95.476,95.489,95.502,95.514,95.527,95.539,95.551,95.562,95.574,95.585,95.596,95.606,95.617,95.627,95.637,95.647,95.657,95.666,95.675,95.685,95.693,95.702,95.711,95.719,95.727,95.735,95.743,95.751,95.759,95.766,95.773,95.781,95.788,95.795,95.801,95.808,95.814,95.821,95.827,95.833,95.839,95.845,95.851,95.856,95.862,95.867,95.872,95.878,95.883,95.888,95.892,95.897,95.902,95.907,95.911,95.915,95.920,95.924,95.928,95.932,95.936,95.940,95.944,95.948,95.951,95.955,95.959,95.962,95.966,95.969,95.972,95.975,95.978,95.982,95.985,95.987,95.990,95.993,95.996,95.999,96.001,96.004,96.007,96.009,96.012,96.014,96.016,96.019,96.021,96.023,96.025,96.028,96.030,96.032,
0.000,-0.080,-0.158,0.904,2.627,4.436,6.230,7.992,9.720,11.415,13.075,14.703,16.298,17.862,19.394,20.896,22.368,23.811,25.225,26.610,27.969,29.300,30.605,31.884,33.137,34.365,35.569,36.749,37.906,39.039,40.150,41.239,42.306,43.352,44.377,45.382,46.367,47.332,48.278,49.205,50.114,51.004,51.877,52.732,53.571,54.393,55.198,55.987,56.761,57.519,58.263,58.991,59.705,60.405,61.090,61.763,62.421,63.067,63.700,64.320,64.928,65.524,66.108,66.680,67.241,67.790,68.329,68.857,69.375,69.882,70.379,70.867,71.344,71.812,72.271,72.721,73.161,73.593,74.017,74.432,74.838,75.237,75.627,76.010,76.385,76.753,77.114,77.467,77.813,78.152,78.485,78.811,79.131,79.444,79.751,80.051,80.346,80.635,80.918,81.196,81.468,81.735,81.996,82.252,82.503,82.749,82.990,83.226,83.458,83.685,83.908,84.126,84.339,84.549,84.754,84.955,85.153,85.346,85.535,85.721,85.903,86.081,86.256,86.428,86.595,86.760,86.921,87.079,87.234,87.386,87.535,87.681,87.824,87.964,88.101,88.236,88.368,88.497,88.624,88.748,88.870,88.989,89.106,89.221,89.333,89.443,89.551,89.657,89.761,89.862,89.962,90.059,90.155,90.249,90.341,90.431,90.519,90.605,90.690,90.773,90.855,90.935,91.013,91.090,91.165,91.238,91.311,91.381,91.451,91.519,91.585,91.650,91.714,91.777,91.839,91.899,91.958,92.016,92.073,92.128,92.183,92.236,92.288,92.340,92.390,92.439,92.487,92.535,92.581,92.627,92.671,92.715,92.758,92.800,92.841,92.881,92.921,92.959,92.997,93.034,93.071,93.107,93.142,93.176,93.209,93.242,93.275,93.306,93.337,93.368,93.398,93.427,93.456,93.484,93.511,93.538,93.564,93.590,93.616,93.641,93.665,93.689,93.712,93.735,93.758,93.780,93.801,93.823,93.843,93.864,93.884,93.903,93.922,93.941,93.960,93.978,93.995,94.013,94.030,94.046,94.063,94.079,94.094,94.110,94.125,94.139,94.154,94.168,94.182,94.195,94.209,94.222,94.235,94.247,94.260,94.272,94.283,94.295,94.306,94.318,94.328,94.339,94.350,94.360,94.370,94.380,94.390,94.399,94.408,94.417,94.426,94.435,94.444,94.452,94.460,94.468,94.476,94.484,94.492,94.499,94.506,94.514,94.521,94.527,94.534,94.541,94.547,94.554,94.560,94.566,94.572,94.578,94.583,94.589,94.595,94.600,94.605,94.610,94.616,94.620,94.625,94.630,94.635,94.639,94.644,94.648,94.653,94.657,94.661,94.665,94.669,94.673,94.677,94.681,94.684,94.688,94.692,94.695,94.698,94.702,94.705,94.708,94.711,94.714,94.717,94.720,94.723,94.726,94.729,94.732,94.734,94.737,94.739,94.742,94.744,94.747,94.749,94.752,94.754,94.756,94.758,94.760,94.762,94.765,
0.000,-0.080,-0.158,0.090,1.468,3.203,4.981,6.739,8.466,10.160,11.820,13.448,15.043,16.606,18.139,19.641,21.113,22.555,23.969,25.355,26.714,28.045,29.350,30.628,31.882,33.110,34.314,35.494,36.651,37.784,38.895,39.984,41.051,42.097,43.122,44.127,45.112,46.077,47.023,47.950,48.858,49.749,50.622,51.477,52.316,53.137,53.943,54.732,55.506,56.264,57.007,57.736,58.450,59.149,59.835,60.507,61.166,61.812,62.445,63.065,63.673,64.268,64.852,65.425,65.986,66.535,67.074,67.602,68.120,68.627,69.124,69.611,70.089,70.557,71.016,71.466,71.906,72.338,72.761,73.176,73.583,73.982,74.372,74.755,75.130,75.498,75.858,76.212,76.558,76.897,77.230,77.556,77.875,78.189,78.495,78.796,79.091,79.380,79.663,79.941,80.213,80.479,80.741,80.997,81.248,81.494,81.735,81.971,82.203,82.430,82.652,82.870,83.084,83.294,83.499,83.700,83.897,84.091,84.280,84.466,84.648,84.826,85.001,85.172,85.340,85.505,85.666,85.824,85.979,86.131,86.280,86.426,86.569,86.709,86.846,86.981,87.113,87.242,87.369,87.493,87.615,87.734,87.851,87.966,88.078,88.188,88.296,88.402,88.505,88.607,88.707,88.804,88.900,88.994,89.085,89.176,89.264,89.350,89.435,89.518,89.600,89.679,89.758,89.834,89.909,89.983,90.055,90.126,90.195,90.263,90.330,90.395,90.459,90.522,90.583,90.644,90.703,90.761,90.817,90.873,90.927,90.981,91.033,91.084,91.135,91.184,91.232,91.280,91.326,91.371,91.416,91.460,91.502,91.544,91.586,91.626,91.665,91.704,91.742,91.779,91.816,91.851,91.886,91.921,91.954,91.987,92.020,92.051,92.082,92.113,92.143,92.172,92.200,92.228,92.256,92.283,92.309,92.335,92.361,92.385,92.410,92.434,92.457,92.480,92.503,92.525,92.546,92.567,92.588,92.609,92.629,92.648,92.667,92.686,92.704,92.722,92.740,92.757,92.774,92.791,92.807,92.823,92.839,92.854,92.869,92.884,92.899,92.913,92.927,92.940,92.954,92.967,92.980,92.992,93.004,93.016,93.028,93.040,93.051,93.062,93.073,93.084,93.094,93.105,93.115,93.125,93.134,93.144,93.153,93.162,93.171,93.180,93.188,93.197,93.205,93.213,93.221,93.229,93.236,93.244,93.251,93.258,93.265,93.272,93.279,93.286,93.292,93.298,93.305,93.311,93.317,93.323,93.328,93.334,93.339,93.345,93.350,93.355,93.360,93.365,93.370,93.375,93.380,93.384,93.389,93.393,93.398,93.402,93.406,93.410,93.414,93.418,93.422,93.426,93.429,93.433,93.436,93.440,93.443,93.447,93.450,93.453,93.456,93.459,93.462,93.465,93.468,93.471,93.474,93.476,93.479,93.482,93.484,93.487,93.489,93.492,93.494,93.496,93.499,93.501,93.503,93.505,93.507,93.509,
0.000,-0.080,-0.158,-0.234,0.507,2.029,3.756,5.501,7.225,8.917,10.578,12.205,13.800,15.364,16.896,18.398,19.870,21.313,22.727,24.113,25.471,26.802,28.107,29.386,30.639,31.868,33.071,34.251,35.408,36.541,37.652,38.741,39.808,40.854,41.880,42.884,43.869,44.834,45.780,46.707,47.616,48.506,49.379,50.235,51.073,51.895,52.700,53.490,54.263,55.022,55.765,56.493,57.207,57.907,58.593,59.265,59.924,60.569,61.202,61.822,62.430,63.026,63.610,64.182,64.743,65.293,65.831,66.360,66.877,67.384,67.882,68.369,68.846,69.315,69.773,70.223,70.664,71.096,71.519,71.934,72.340,72.739,73.130,73.512,73.888,74.255,74.616,74.969,75.315,75.655,75.987,76.313,76.633,76.946,77.253,77.554,77.848,78.137,78.421,78.698,78.970,79.237,79.498,79.754,80.005,80.251,80.492,80.729,80.960,81.187,81.410,81.628,81.842,82.051,82.256,82.458,82.655,82.848,83.038,83.223,83.405,83.584,83.758,83.930,84.098,84.262,84.424,84.582,84.737,84.888,85.037,85.183,85.326,85.466,85.604,85.738,85.870,86.000,86.126,86.250,86.372,86.492,86.608,86.723,86.835,86.946,87.053,87.159,87.263,87.364,87.464,87.562,87.657,87.751,87.843,87.933,88.021,88.108,88.192,88.276,88.357,88.437,88.515,88.592,88.667,88.741,88.813,88.883,88.953,89.021,89.087,89.153,89.217,89.279,89.341,89.401,89.460,89.518,89.575,89.630,89.685,89.738,89.791,89.842,89.892,89.941,89.990,90.037,90.083,90.129,90.173,90.217,90.260,90.302,90.343,90.383,90.423,90.461,90.499,90.537,90.573,90.609,90.644,90.678,90.712,90.745,90.777,90.809,90.840,90.870,90.900,90.929,90.958,90.986,91.013,91.040,91.067,91.093,91.118,91.143,91.167,91.191,91.215,91.238,91.260,91.282,91.304,91.325,91.346,91.366,91.386,91.405,91.425,91.443,91.462,91.480,91.498,91.515,91.532,91.548,91.565,91.581,91.596,91.612,91.627,91.642,91.656,91.670,91.684,91.698,91.711,91.724,91.737,91.750,91.762,91.774,91.786,91.797,91.809,91.820,91.831,91.841,91.852,91.862,91.872,91.882,91.892,91.901,91.911,91.920,91.929,91.937,91.946,91.954,91.963,91.971,91.979,91.986,91.994,92.001,92.009,92.016,92.023,92.030,92.036,92.043,92.049,92.056,92.062,92.068,92.074,92.080,92.086,92.091,92.097,92.102,92.107,92.113,92.118,92.123,92.128,92.132,92.137,92.142,92.146,92.151,92.155,92.159,92.163,92.167,92.171,92.175,92.179,92.183,92.187,92.190,92.194,92.197,92.201,92.204,92.207,92.210,92.214,92.217,92.220,92.223,92.226,92.228,92.231,92.234,92.237,92.239,92.242,92.244,92.247,92.249,92.251,92.254,92.256,92.258,92.260,92.263,92.265,92.267,
0.000,-0.080,-0.158,-0.234,-0.106,0.985,2.577,4.287,6.000,7.690,9.349,10.976,12.571,14.134,15.667,17.169,18.641,20.083,21.497,22.883,24.241,25.573,26.878,28.156,29.410,30.638,31.842,33.022,34.179,35.312,36.423,37.512,38.579,39.625,40.650,41.655,42.640,43.605,44.551,45.478,46.386,47.277,48.150,49.005,49.844,50.665,51.471,52.260,53.034,53.792,54.535,55.264,55.978,56.677,57.363,58.035,58.694,59.340,59.973,60.593,61.201,61.796,62.380,62.953,63.514,64.063,64.602,65.130,65.648,66.155,66.652,67.139,67.617,68.085,68.544,68.993,69.434,69.866,70.289,70.704,71.111,71.510,71.900,72.283,72.658,73.026,73.386,73.740,74.086,74.425,74.758,75.084,75.403,75.716,76.023,76.324,76.619,76.908,77.191,77.469,77.741,78.007,78.269,78.525,78.776,79.022,79.263,79.499,79.731,79.958,80.180,80.398,80.612,80.822,81.027,81.228,81.425,81.619,81.808,81.994,82.176,82.354,82.529,82.700,82.868,83.033,83.194,83.352,83.507,83.659,83.808,83.954,84.097,84.237,84.374,84.509,84.641,84.770,84.897,85.021,85.143,85.262,85.379,85.494,85.606,85.716,85.824,85.930,86.033,86.135,86.235,86.332,86.428,86.522,86.613,86.703,86.792,86.878,86.963,87.046,87.128,87.207,87.286,87.362,87.437,87.511,87.583,87.654,87.723,87.791,87.858,87.923,87.987,88.050,88.111,88.172,88.231,88.289,88.345,88.401,88.455,88.509,88.561,88.612,88.663,88.712,88.760,88.808,88.854,88.899,88.944,88.988,89.030,89.072,89.114,89.154,89.193,89.232,89.270,89.307,89.344,89.379,89.414,89.449,89.482,89.515,89.548,89.579,89.610,89.641,89.670,89.700,89.728,89.756,89.784,89.811,89.837,89.863,89.889,89.913,89.938,89.962,89.985,90.008,90.031,90.053,90.074,90.095,90.116,90.137,90.156,90.176,90.195,90.214,90.232,90.250,90.268,90.285,90.302,90.319,90.335,90.351,90.367,90.382,90.397,90.412,90.427,90.441,90.455,90.468,90.482,90.495,90.508,90.520,90.532,90.544,90.556,90.568,90.579,90.590,90.601,90.612,90.622,90.633,90.643,90.653,90.662,90.672,90.681,90.690,90.699,90.708,90.716,90.725,90.733,90.741,90.749,90.757,90.764,90.772,90.779,90.786,90.793,90.800,90.807,90.814,90.820,90.826,90.833,90.839,90.845,90.850,90.856,90.862,90.867,90.873,90.878,90.883,90.888,90.893,90.898,90.903,90.908,90.912,90.917,90.921,90.925,90.930,90.934,90.938,90.942,90.946,90.950,90.953,90.957,90.961,90.964,90.968,90.971,90.975,90.978,90.981,90.984,90.987,90.990,90.993,90.996,90.999,91.002,91.004,91.007,91.010,91.012,91.015,91.017,91.020,91.022,91.024,91.027,91.029,91.031,91.033,91.035,91.037,
